@relation  ecoli
@attribute Mcg real[0.0,89.0]
@attribute Gvh real[1.0,88.0]
@attribute Lip real[1.0,48.0]
@attribute Chg real[1.0,5.0]
@attribute Aac real[0.0,88.0]
@attribute Alm1 real[1.0,94.0]
@attribute Alm2 real[0.0,99.0]
@attribute Site{cp,im,imS,imL,imU,om,omL,pp}
@inputs Mcg, Gvh, Lip, Chg, Aac, Alm1, Alm2
@outputs Site
@data
63.0, 69.0, 48.0, 5.0, 53.158548086220065, 41.0, 28.0, om
61.0, 46.09666391906717, 48.0, 5.0, 51.0, 33.0, 51.578401323309734, om
64.0, 57.0, 48.0, 4.123362093959786, 7.0, 2.404354259698734, 26.0, om
69.0, 59.0, 48.0, 1.3406474283758196, 77.0, 39.0, 21.0, om
77.0, 57.0, 39.17493420331155, 1.0407149028127816, 82.46492119004598, 54.0, 39.52311988699322, omL
37.325377126067266, 61.0, 48.0, 5.0, 56.0, 52.0, 43.0, pp
65.0, 66.2560998858549, 48.0, 5.0, 47.0, 47.0, 0.14681283946773335, pp
66.0, 74.0, 13.415718072889307, 5.0, 31.0, 38.0, 43.0, pp
7.0, 64.0, 48.0, 4.475654536736117, 47.0, 17.659931238428673, 68.22644360461888, pp
13.655742769282252, 67.0, 48.0, 5.0, 3.0, 39.0, 24.0, pp
76.0, 87.74511771410357, 48.0, 5.0, 44.0, 39.0, 39.0, pp
69.0, 66.0, 48.0, 5.0, 41.0, 5.0, 25.0, pp
69.0, 27.686370133814954, 48.0, 5.0, 63.0, 48.0, 41.0, pp
74.0, 56.0, 48.0, 5.0, 2.8225521172449346, 68.0, 3.0, pp
71.0, 57.0, 48.0, 5.0, 48.0, 35.0, 32.0, pp
59.0, 86.37568175056383, 35.12754527435814, 5.0, 42.0, 42.0, 37.0, pp
