@relation  sonar
@attribute Band1 real[0.002,0.137]
@attribute Band2 real[0.001,0.234]
@attribute Band3 real[0.002,0.306]
@attribute Band4 real[0.006,0.426]
@attribute Band5 real[0.007,0.401]
@attribute Band6 real[0.01,0.382]
@attribute Band7 real[0.003,0.373]
@attribute Band8 real[0.006,0.459]
@attribute Band9 real[0.008,0.683]
@attribute Band10 real[0.011,0.711]
@attribute Band11 real[0.029,0.734]
@attribute Band12 real[0.024,0.706]
@attribute Band13 real[0.018,0.713]
@attribute Band14 real[0.027,0.997]
@attribute Band15 real[0.003,1.0]
@attribute Band16 real[0.016,0.999]
@attribute Band17 real[0.035,1.0]
@attribute Band18 real[0.038,1.0]
@attribute Band19 real[0.049,1.0]
@attribute Band20 real[0.066,1.0]
@attribute Band21 real[0.051,1.0]
@attribute Band22 real[0.022,1.0]
@attribute Band23 real[0.056,1.0]
@attribute Band24 real[0.024,1.0]
@attribute Band25 real[0.024,1.0]
@attribute Band26 real[0.092,1.0]
@attribute Band27 real[0.048,1.0]
@attribute Band28 real[0.028,1.0]
@attribute Band29 real[0.014,1.0]
@attribute Band30 real[0.061,1.0]
@attribute Band31 real[0.048,0.966]
@attribute Band32 real[0.04,0.931]
@attribute Band33 real[0.048,1.0]
@attribute Band34 real[0.021,0.965]
@attribute Band35 real[0.022,1.0]
@attribute Band36 real[0.008,1.0]
@attribute Band37 real[0.035,0.95]
@attribute Band38 real[0.038,1.0]
@attribute Band39 real[0.037,0.986]
@attribute Band40 real[0.012,0.93]
@attribute Band41 real[0.036,0.9]
@attribute Band42 real[0.006,0.825]
@attribute Band43 real[0.0,0.773]
@attribute Band44 real[0.0,0.776]
@attribute Band45 real[0.0,0.703]
@attribute Band46 real[0.0,0.729]
@attribute Band47 real[0.0,0.552]
@attribute Band48 real[0.0,0.334]
@attribute Band49 real[0.0,0.198]
@attribute Band50 real[0.0,0.082]
@attribute Band51 real[0.0,0.1]
@attribute Band52 real[0.001,0.071]
@attribute Band53 real[0.0,0.039]
@attribute Band54 real[0.001,0.035]
@attribute Band55 real[0.001,0.045]
@attribute Band56 real[0.0,0.039]
@attribute Band57 real[0.0,0.036]
@attribute Band58 real[0.0,0.044]
@attribute Band59 real[0.0,0.036]
@attribute Band60 real[0.001,0.044]
@attribute Type{R,M}
@inputs Band1, Band2, Band3, Band4, Band5, Band6, Band7, Band8, Band9, Band10, Band11, Band12, Band13, Band14, Band15, Band16, Band17, Band18, Band19, Band20, Band21, Band22, Band23, Band24, Band25, Band26, Band27, Band28, Band29, Band30, Band31, Band32, Band33, Band34, Band35, Band36, Band37, Band38, Band39, Band40, Band41, Band42, Band43, Band44, Band45, Band46, Band47, Band48, Band49, Band50, Band51, Band52, Band53, Band54, Band55, Band56, Band57, Band58, Band59, Band60
@outputs Type
@data
0.011, 0.045, 0.029, 0.2170960830308255, 0.041102925187466416, 0.102, 0.161, 0.212, 0.306, 0.294, 0.31, 0.343, 0.4123502825578559, 0.189, 0.118, 0.208, 0.274, 0.5132589910312693, 0.08165800472853194, 0.859363537466471, 0.42655075696426226, 0.124, 0.324, 0.436, 0.573, 0.782, 0.925, 0.935, 0.935, 1.0, 0.931, 0.848, 0.76, 0.704, 0.754, 0.799, 0.767, 0.596, 0.473, 0.484, 0.434, 0.2632023151312494, 0.21998176600038583, 0.538, 0.448, 0.267, 0.154, 0.25734547985702416, 0.09614162047676314, 0.06337007788367804, 0.008, 0.016, 0.012, 0.011, 0.002, 0.01, 0.007, 0.006, 0.032046542355801566, 0.004, M
0.022, 0.1821712000777878, 0.11703504148568843, 0.049, 0.052, 0.085, 0.081, 0.183, 0.223, 0.181, 0.534932498749097, 0.298, 0.262, 0.189, 0.067, 0.1099165857240829, 0.427, 0.629, 0.778, 0.769, 0.81, 0.849, 0.944, 0.945, 0.966, 0.804, 0.497, 0.396, 0.35493649726522536, 0.557, 0.5801296644560363, 0.855, 0.7694441017120714, 0.873, 0.667, 0.469, 0.155, 0.3172666393106958, 0.361, 0.521, 0.518, 0.37, 0.224, 0.082, 0.04, 0.078, 0.105, 0.27035740722910445, 0.076, 0.022, 0.017, 0.009, 0.005, 0.002, 0.008, 0.006, 0.002, 0.007, 0.007, 0.004, M
0.014, 0.03, 0.012, 0.2306174961339257, 0.024, 0.025, 0.028, 0.013, 0.049, 0.087, 0.11, 0.108, 0.109, 0.102, 0.06, 0.091, 0.131, 0.276, 0.366, 0.527, 0.656359993497925, 0.618, 0.588, 0.2153986317104191, 0.542, 0.737, 0.909, 1.0, 0.825, 0.5831249844329722, 0.2881840357860047, 0.088, 0.16, 0.417, 0.8321941471174811, 0.739, 0.796, 0.749, 0.68, 0.9089469891751528, 0.236, 0.17, 0.6774478034631927, 0.4098840870824373, 0.30728423271171845, 0.347, 0.274, 0.179, 0.092, 0.028, 0.017, 0.008, 0.004, 0.002, 0.004, 0.006, 0.007, 0.004, 0.011144431298399442, 0.008714528847652144, M
0.033, 0.02284895736417942, 0.039, 0.063, 0.116, 0.03181308739953979, 0.0822868199314193, 0.16, 0.253, 0.267, 0.306, 0.397447015478147, 0.231, 0.3281801598782605, 0.18, 0.5203298537957783, 0.442, 0.595, 0.66, 0.584, 0.9551492741729946, 0.7830020429918081, 0.565, 0.528, 0.5989052818750277, 1.0, 0.956, 0.609, 0.511, 0.4, 0.048, 0.06393111039510256, 0.219, 0.144, 0.176, 0.143, 0.164, 0.309, 0.365, 0.444, 0.6273971413931337, 0.281, 0.124, 0.37956406695478695, 0.12, 0.082, 0.062, 0.0941160530378381, 0.011, 0.012, 0.03139431675230021, 0.01, 0.03276925012766599, 0.006, 0.002, 0.031631315789099626, 0.002, 0.004, 0.005, 0.007, M
0.019, 0.017, 0.029, 0.03, 0.046, 0.069, 0.020007035724121852, 0.11, 0.242, 0.313, 0.18899025851022225, 0.524, 0.439, 0.344, 0.287, 0.389, 0.442, 0.389, 0.451503679862596, 0.501, 0.727, 0.938, 1.0, 0.983, 0.993, 0.916, 0.824, 0.696, 0.454, 0.328, 0.252, 0.396, 0.415, 0.331, 0.144, 0.192, 0.321, 0.337, 0.568, 0.55, 0.323, 0.045, 0.313, 0.339, 0.413, 0.364, 0.207, 0.16791814176876055, 0.06, 0.027, 0.012, 0.004, 0.014, 0.005592531512629366, 0.017, 0.013, 0.011, 0.012, 0.011, 0.007, M
0.064, 0.071, 0.045, 0.033, 0.018, 0.126, 0.102, 0.192, 0.1820644297618569, 0.39, 0.467, 0.563, 0.551, 0.9486141380815799, 0.305, 0.349, 0.398, 0.388, 0.528, 0.72, 0.3969259877034756, 0.856, 0.869, 0.924, 1.0, 0.966, 0.8338927260641691, 0.736, 0.416, 0.292, 0.328, 0.369, 0.345, 0.286, 0.086, 0.372, 0.9156178980217357, 0.349, 0.182, 0.114, 0.122, 0.262, 0.446, 0.473, 0.326, 0.7178394776645208, 0.039, 0.041, 0.1803955037599419, 0.009, 0.047437808138187466, 0.005, 0.002, 0.009, 0.007, 0.01616125222951203, 0.009, 0.008, 0.02684315470765418, 0.005, M
0.031, 0.022, 0.07201417617639858, 0.019, 0.096, 0.2842425910407311, 0.111, 0.17, 0.28, 0.443, 0.522, 0.561, 0.538, 0.405, 0.224, 0.178, 0.23, 0.786123190716869, 0.521, 0.69, 0.82, 0.878, 0.76, 0.762, 0.715, 0.729, 0.387494528022477, 0.951, 0.835, 0.573, 0.436, 0.429, 0.424, 0.316, 0.129, 0.148, 0.7377154610626667, 0.24, 0.517, 0.517, 0.149, 0.11457602651221119, 0.342, 0.449, 0.462, 0.2, 0.078, 0.123, 0.078, 0.009, 0.025, 0.05368100639634789, 0.03077139905834836, 0.014458138586361458, 0.03334725114431866, 0.004, 0.02636657649054345, 0.006, 0.007, 0.005, M
0.009, 0.027, 0.23685004110886948, 0.024, 0.022, 0.3294941145534381, 0.149, 0.122, 0.157, 0.212, 0.3, 0.309, 0.274, 0.255, 0.187, 0.145, 0.146, 0.243, 0.37247973909985266, 0.368, 0.336, 0.31, 0.391, 0.528, 0.641, 0.6916383351086728, 0.875, 1.0, 0.981, 0.697, 0.497, 0.07404125692114263, 0.536, 0.39333898156237296, 0.185, 0.2634605274050172, 0.8793918433248511, 0.131, 0.3874770067651935, 0.263, 0.31, 0.451, 0.378, 0.127, 0.146, 0.674296914891409, 0.148, 0.138, 0.072, 0.018, 0.02, 0.01, 0.01, 0.009, 0.002, 0.0038572955601516405, 0.002, 0.007, 0.006, 0.002, M
0.039, 0.011, 0.1790079430046044, 0.026, 0.041, 0.049, 0.3234658516218108, 0.169, 0.21, 0.247, 0.268, 0.305, 0.286, 0.229, 0.116, 0.213, 0.206, 0.222, 0.324, 0.433, 0.507, 0.594, 0.708, 0.764, 0.888, 0.971, 0.988, 0.2541938037933302, 0.946, 0.7530852731585236, 0.646, 0.34, 0.4227529723063933, 0.32, 0.8789024552560649, 0.044, 0.123, 0.203, 0.165, 0.104, 0.107, 0.211, 0.242, 0.163, 0.077, 0.072, 0.5300124917165405, 0.081, 0.05, 0.039135298765528785, 0.009, 0.008, 0.008, 0.003, 0.008, 0.004, 0.007, 0.004, 0.014817257719770367, 0.001, M
0.034, 0.026, 0.04, 0.28570299945671646, 0.3017368641432228, 0.109, 0.171, 0.168, 0.186, 0.266, 0.319, 0.355, 0.19274529147142203, 0.196, 0.8515573228838754, 0.279, 0.287, 0.397, 0.56, 0.694, 0.797, 0.745, 0.2267621653850102, 0.9353525820410235, 0.21694919710628435, 0.5949146181873313, 0.93, 0.996, 0.858, 0.607, 0.393, 0.246, 0.164, 0.114, 0.096, 0.3747420189116947, 0.07, 0.3101965661538291, 0.0810402873549704, 0.113, 0.087, 0.102, 0.196, 0.226, 0.181, 0.201, 0.169, 0.104, 0.05, 0.014, 0.028692983074275077, 0.012, 0.03542381023555617, 0.005, 0.006, 0.005, 0.004, 0.04253167039214905, 0.0, 0.003, M
0.041279902152316625, 0.044, 0.058321779837906776, 0.029, 0.035, 0.117, 0.126, 0.118, 0.126, 0.253, 0.272, 0.237, 0.188, 0.098, 0.068, 0.15, 0.172, 0.234, 0.196, 0.14, 0.316, 0.589, 0.763, 0.847, 0.942, 0.999, 0.97, 1.0, 0.2875201159206965, 0.698, 0.772, 0.73, 0.52, 0.179, 0.12049357954144793, 0.145, 0.107, 0.144, 0.193, 0.032, 0.149, 0.033, 0.054, 0.2632707751298488, 0.091, 0.076, 0.106, 0.1, 0.054, 0.024, 0.010270842656090587, 0.016, 0.003, 0.005, 0.01511302520290786, 0.009, 0.015506280226518, 0.014, 0.008, 0.0015495278654968198, M
